"Hobby","Variable","Weight"
"Spending Time with Pets","Therapeutic.Need",9.8
"Spending Time with Pets","Habit.Strength",1.2
"Spending Time with Pets","Peer.Approval",4
"Spending Time with Pets","Obligation.Commitment",9.7
"Spending Time with Pets","Curiosity.Driven.Exploration",8.7
"Spending Time with Pets","Challenge.Seeking",8.2
"Spending Time with Pets","Fear.of.Missing.Out",2.7
"Spending Time with Pets","Self.Efficacy",1.8
"Spending Time with Pets","Desire.for.Prestige",6.7
"Spending Time with Pets","Perceived.Time.Value",9.3
"Spending Time with Pets","Desire.for.Autonomy",5.6
"Spending Time with Pets","Desire.for.Belonging",5.8
"Spending Time with Pets","Desire.for.Exploration",2.9
"Spending Time with Pets","Value.Congruence",7.7
"Spending Time with Pets","Need.for.Feedback",2
"Spending Time with Pets","Peer.Influence",3.3
"Spending Time with Pets","Friends..Participation",4.3
"Spending Time with Pets","Family.Support",5.1
"Spending Time with Pets","Partner.Support",2.5
"Spending Time with Pets","Social.Norms",1.2
"Spending Time with Pets","Peer.Competition",6.1
"Spending Time with Pets","Mentorship.Presence",3
"Spending Time with Pets","Role.Models",5.9
"Spending Time with Pets","Club.Group.Access",1.6
"Spending Time with Pets","Sense.of.Community",4.9
"Spending Time with Pets","Inclusivity.of.Community",5.4
"Spending Time with Pets","Social.Recognition",0.6
"Spending Time with Pets","Social.Media.Trends",3.4
"Spending Time with Pets","Celebrity.Endorsement",1.4
"Spending Time with Pets","Cultural.Stigma",0.7
"Spending Time with Pets","Networking.Opportunities",9.9
"Spending Time with Pets","Team.Dynamics",3.3
"Spending Time with Pets","Event.Frequency",8.1
"Spending Time with Pets","Friends..Judgment",2.6
"Spending Time with Pets","Preferred.Group.Size",6.8
"Spending Time with Pets","Time.with.Family",7.6
"Spending Time with Pets","Age.of.Peers",6
"Spending Time with Pets","Representation.in.Media",4.8
"Spending Time with Pets","Workplace.Culture",4.2
"Spending Time with Pets","School.Culture",3.6
"Spending Time with Pets","Hobby.Popularity.in.Area",9.3
"Spending Time with Pets","Encouragement.from.Others",8.3
"Spending Time with Pets","Gift.Culture",9.7
"Spending Time with Pets","Family.Hobby.Culture",1.3
"Spending Time with Pets","Cultural.Tradition",7.3
"Spending Time with Pets","Access.to.Facilities",9.4
"Spending Time with Pets","Home.Space.Availability",1.9
"Spending Time with Pets","Environmental.Proximity",0.8
"Spending Time with Pets","Climate.Suitability",7.4
"Spending Time with Pets","Urban.Infrastructure",5.8
"Spending Time with Pets","Neighborhood.Safety",8.4
"Spending Time with Pets","Local.Classes",1.5
"Spending Time with Pets","Internet.Access",8
"Spending Time with Pets","Free.Time",2.1
"Spending Time with Pets","Schedule.Flexibility",1.7
"Spending Time with Pets","Transportation.Access",1.7
"Spending Time with Pets","Noise.Constraints",8.2
"Spending Time with Pets","Light.Pollution",6.7
"Spending Time with Pets","Air.Quality",5.3
"Spending Time with Pets","Cost.of.Local.Access",3.7
"Spending Time with Pets","Rental.Options",8.8
"Spending Time with Pets","Supply.Store.Access",4
"Spending Time with Pets","Resource.Competition",8.2
"Spending Time with Pets","Supportive.Employer",4.4
"Spending Time with Pets","Legal.Barriers",3.8
"Spending Time with Pets","Public.Health.Concern",4.7
"Spending Time with Pets","Home.Supportiveness",3.1
"Spending Time with Pets","Workload",7.5
"Spending Time with Pets","Relocation.Frequency",5.1
"Spending Time with Pets","Insurance.Availability",2.4
"Spending Time with Pets","Physical.Risk.Level",9
"Spending Time with Pets","Weather.Conditions",3.9
"Spending Time with Pets","Accessibility.for.Disabilities",5.5
"Spending Time with Pets","COVID.Impact",9.1
"Spending Time with Pets","Commuting.Distance",6.3
"Spending Time with Pets","Disposable.Income",1.3
"Spending Time with Pets","Startup.Costs",9.4
"Spending Time with Pets","Ongoing.Costs",6.3
"Spending Time with Pets","Ability.to.Monetize",3.4
"Spending Time with Pets","Perceived.Value",1.5
"Spending Time with Pets","Opportunity.Cost",8
"Spending Time with Pets","Work.Hours",6.2
"Spending Time with Pets","Job.Demands",5.4
"Spending Time with Pets","Financial.Stress",8.9
"Spending Time with Pets","Socioeconomic.Status",7.9
"Spending Time with Pets","Parental.Financial.Support",1.6
"Spending Time with Pets","Frugality.Mindset",3.2
"Spending Time with Pets","Access.to.Credit",2.6
"Spending Time with Pets","Economic.Climate",7.5
"Spending Time with Pets","Used.Gear.Market",0.4
"Spending Time with Pets","Resale.Value",5.7
"Spending Time with Pets","Living.Cost.Burden",7.6
"Spending Time with Pets","Transportation.Cost",8.8
"Spending Time with Pets","Marketplace.Strength",3.5
"Spending Time with Pets","Recession.Sensitivity",8.2
"Spending Time with Pets","Equipment.Quality",1.2
"Spending Time with Pets","Free.Alternatives",8.5
"Spending Time with Pets","Scholarship.Availability",1.4
"Spending Time with Pets","Workplace.Perks",4
"Spending Time with Pets","Debt.Burden",8
"Spending Time with Pets","Class.Based.Identity",1.6
"Spending Time with Pets","Hobby.Affordability",2.4
"Spending Time with Pets","Hobby.Elitism",7.3
"Spending Time with Pets","Low.Cost.Hacks",7.2
"Spending Time with Pets","Hobby.Inflation.Risk",6.4
"Spending Time with Pets","Physical.Strength",7
"Spending Time with Pets","Flexibility",5.5
"Spending Time with Pets","Hand.Eye.Coordination",2.6
"Spending Time with Pets","Fine.Motor.Skills",3.5
"Spending Time with Pets","Artistic.Talent",1.9
"Spending Time with Pets","Musical.Ability",9.1
"Spending Time with Pets","Strategic.Thinking",5.9
"Spending Time with Pets","Logical.Reasoning",4.1
"Spending Time with Pets","Public.Speaking",4.7
"Spending Time with Pets","Writing.Skill",9.5
"Spending Time with Pets","Technical.Skill",1.6
"Spending Time with Pets","Cooking.Skill",5.9
"Spending Time with Pets","Subject.Knowledge",5.1
"Spending Time with Pets","Learning.Aptitude",6.2
"Spending Time with Pets","Memory.Retention",0.3
"Spending Time with Pets","Spatial.Skills",8.7
"Spending Time with Pets","Creative.Fluency",9.3
"Spending Time with Pets","Tolerance.for.Repetition",5.7
"Spending Time with Pets","Singing.Ability",7
"Spending Time with Pets","Rhythm.Sense",9.2
"Spending Time with Pets","Teamwork.Skills",7.1
"Spending Time with Pets","Stress.Tolerance",1.6
"Spending Time with Pets","Adaptability",5.8
"Spending Time with Pets","Hobby.Specific.Training",6.1
"Spending Time with Pets","Hand.Stability",4.3
"Spending Time with Pets","Focus.Consistency",7.4
"Spending Time with Pets","Endurance",9.4
"Spending Time with Pets","Gaming.Reflexes",9.3
"Spending Time with Pets","Problem.Solving",4.6
"Spending Time with Pets","Pattern.Recognition",1.2
"Spending Time with Pets","Current.Stress.Level",9.8
"Spending Time with Pets","Anxiety.Level",8.4
"Spending Time with Pets","Mood.Depression",1.3
"Spending Time with Pets","Baseline.Happiness",9.2
"Spending Time with Pets","Resilience.to.Failure",8.7
"Spending Time with Pets","Energy.Level",5.2
"Spending Time with Pets","Mental.Fatigue",6
"Spending Time with Pets","Focus.Ability",4.1
"Spending Time with Pets","Desire.for.Solitude",0.6
"Spending Time with Pets","Outlet.for.Emotion",3.4
"Spending Time with Pets","Anger.Management",8
"Spending Time with Pets","Life.Satisfaction",0.1
"Spending Time with Pets","Burnout.Level",3.4
"Spending Time with Pets","Boredom.Proneness",4
"Spending Time with Pets","Need.for.Meaning",5.4
"Spending Time with Pets","Gratification.Preference",9.2
"Spending Time with Pets","Process.Orientation",3.5
"Spending Time with Pets","Therapeutic.Value",3.5
"Spending Time with Pets","Coping.Strategy.Need",7.4
"Spending Time with Pets","Motivational.Burnout",4.6
"Spending Time with Pets","Self.Awareness",2.3
"Spending Time with Pets","Restlessness",4.6
"Spending Time with Pets","Confidence.in.Hobby",1.5
"Spending Time with Pets","Perfection.Pressure",1.8
"Spending Time with Pets","Peer.Comparison.Anxiety",5
"Spending Time with Pets","Fear.of.Judgment",4.2
"Spending Time with Pets","Emotional.Reward",9.2
"Spending Time with Pets","Social.Energy",3.7
"Spending Time with Pets","Resonance.with.Identity",5.8
"Spending Time with Pets","Passion.Intensity",6.4
"Spending Time with Pets","Trendiness",0.2
"Spending Time with Pets","Media.Exposure",6.7
"Spending Time with Pets","Nostalgia",1.9
"Spending Time with Pets","Early.Success",9.6
"Spending Time with Pets","Beginner.Resources",1.6
"Spending Time with Pets","Advanced.Challenges",4.2
"Spending Time with Pets","Hobby.Evolution",0.9
"Spending Time with Pets","Safety.Measures",10
"Spending Time with Pets","Competition.Outcome",5.1
"Spending Time with Pets","Awards",6
"Spending Time with Pets","Peer.Accountability",0.8
"Spending Time with Pets","Multiple.Hobbies",7.5
"Spending Time with Pets","External.Obligations",2.2
"Spending Time with Pets","Housing.Stability",9
"Spending Time with Pets","Family.Expectations",2.1
"Spending Time with Pets","Work.Life.Balance",2
"Spending Time with Pets","Routine.Integration",0.5
"Spending Time with Pets","Cleanup.Effort",4.8
"Spending Time with Pets","Focus.Intensity",5.7
"Spending Time with Pets","Portability",0.8
"Spending Time with Pets","Climate.Change.Awareness",7.8
"Spending Time with Pets","Social.Perception",4.6
"Spending Time with Pets","Support.System",5.3
"Spending Time with Pets","Lifestyle.Fit",4.5
"Spending Time with Pets","Technology.Enhancement",4.1
"Spending Time with Pets","Goal.Alignment",5.6
"Spending Time with Pets","Identity.Fulfillment",1.6
"Spending Time with Pets","Cognitive.Load",1.9
"Spending Time with Pets","Self.Reflection",8.6
"Spending Time with Pets","Skill.Reinforcement",9.5
"Spending Time with Pets","Extra.Variable.271",3.8
"Spending Time with Pets","Extra.Variable.272",2.8
"Spending Time with Pets","Extra.Variable.273",6.5
"Spending Time with Pets","Extra.Variable.274",4.1
"Spending Time with Pets","Extra.Variable.275",0.4
"Spending Time with Pets","Extra.Variable.276",1.6
"Spending Time with Pets","Extra.Variable.277",7.2
"Spending Time with Pets","Extra.Variable.278",6.6
"Spending Time with Pets","Extra.Variable.279",0.4
"Spending Time with Pets","Extra.Variable.280",2.3
"Spending Time with Pets","Extra.Variable.281",2.4
"Spending Time with Pets","Extra.Variable.282",6.8
"Spending Time with Pets","Extra.Variable.283",0.3
"Spending Time with Pets","Extra.Variable.284",1.1
"Spending Time with Pets","Extra.Variable.285",8
"Spending Time with Pets","Extra.Variable.286",1.9
"Spending Time with Pets","Extra.Variable.287",6.6
"Spending Time with Pets","Extra.Variable.288",2.5
"Spending Time with Pets","Extra.Variable.289",1.1
"Spending Time with Pets","Extra.Variable.290",2.5
"Spending Time with Pets","Extra.Variable.291",7.3
"Spending Time with Pets","Extra.Variable.292",8.6
"Spending Time with Pets","Extra.Variable.293",8.3
"Spending Time with Pets","Extra.Variable.294",4
"Spending Time with Pets","Extra.Variable.295",6.7
"Spending Time with Pets","Extra.Variable.296",2.1
"Spending Time with Pets","Extra.Variable.297",3
"Spending Time with Pets","Extra.Variable.298",9
"Spending Time with Pets","Extra.Variable.299",0.2
"Spending Time with Pets","Extra.Variable.300",0.9
"Video Gaming","Gender..male.",2.2
"Video Gaming","Gender..female.",0.4
"Video Gaming","Age",1.9
"Video Gaming","Education.Level",5.9
"Video Gaming","Student.Status",4.3
"Video Gaming","Employment.Status",8.9
"Video Gaming","Occupation.Type",8.2
"Video Gaming","Income.Level",3.5
"Video Gaming","Living.Situation",2.7
"Video Gaming","Relationship.Status",3.9
"Video Gaming","Parental.Status",5.9
"Video Gaming","Urban.Environment",2.8
"Video Gaming","Rural.Environment",6.3
"Video Gaming","Suburban.Environment",4.2
"Video Gaming","Region..Geography.",5.6
"Video Gaming","Cultural.Ethnic.Background",4.4
"Video Gaming","Religious.Beliefs",3
"Video Gaming","Physical.Health.Status",9.5
"Video Gaming","Disability.Status",7.7
"Video Gaming","Mental.Health.Condition",1.5
"Video Gaming","Body.Image.Self.Consciousness",8.7
"Video Gaming","Language.Fluency",4.9
"Video Gaming","Generation.Identity",9
"Video Gaming","Parental.Encouragement",8
"Video Gaming","Family.Tradition",4.3
"Video Gaming","Peer.Economic.Status",0.3
"Video Gaming","Financial.Independence",2.8
"Video Gaming","Living.Expenses",5.5
"Video Gaming","Student.Loan.Burden",6.4
"Video Gaming","Rent.Burden",2.7
"Video Gaming","Openness.to.Experience",1.5
"Video Gaming","Conscientiousness",8.4
"Video Gaming","Extraversion",9.8
"Video Gaming","Introversion",5.3
"Video Gaming","Agreeableness",1.8
"Video Gaming","Neuroticism",2.8
"Video Gaming","Sensation.Seeking",0.3
"Video Gaming","Need.for.Novelty",9.2
"Video Gaming","Competitiveness",1.3
"Video Gaming","Creativity..Trait.",5.8
"Video Gaming","Curiosity",2.8
"Video Gaming","Patience",5.6
"Video Gaming","Attention.Span",6.5
"Video Gaming","Detail.Orientedness",8.3
"Video Gaming","Impulsivity",2.1
"Video Gaming","Self.Discipline",0.2
"Video Gaming","Self.Esteem",1.5
"Video Gaming","Shyness",9
"Video Gaming","Independence",8.8
"Video Gaming","Empathy",6
"Video Gaming","Analytical.Thinking",6
"Video Gaming","Playfulness",6.7
"Video Gaming","Workaholic.Attitude",1.8
"Video Gaming","Thrill.Seeking",9.2
"Video Gaming","Flexibility..Cognitive.",4.2
"Video Gaming","Perfectionism",3.9
"Video Gaming","Flow.Proneness",5.2
"Video Gaming","Optimism",0.6
"Video Gaming","Resilience",1.7
"Video Gaming","Assertiveness",7.4
"Video Gaming","Intrinsic.Motivation",0.9
"Video Gaming","Extrinsic.Motivation",6.1
"Video Gaming","Achievement.Drive",2.5
"Video Gaming","Desire.for.Recognition",4
"Video Gaming","Desire.for.Mastery",3
"Video Gaming","Desire.for.Relaxation",3.6
"Video Gaming","Social.Connection.Need",7.2
"Video Gaming","Creative.Expression.Need",3
"Video Gaming","Escapism",5.7
"Video Gaming","Boredom.Avoidance",4.8
"Video Gaming","Health.Consciousness",6.7
"Video Gaming","Personal.Growth",9.4
"Video Gaming","Identity.Expression",7.4
"Video Gaming","Fun.Orientation",2.2
"Video Gaming","Altruism",0.4
"Video Gaming","Therapeutic.Need",2.7
"Video Gaming","Habit.Strength",6
"Video Gaming","Peer.Approval",0.6
"Video Gaming","Obligation.Commitment",5
"Video Gaming","Curiosity.Driven.Exploration",6
"Video Gaming","Challenge.Seeking",3.4
"Video Gaming","Fear.of.Missing.Out",7.7
"Video Gaming","Self.Efficacy",1.2
"Video Gaming","Desire.for.Prestige",0.8
"Video Gaming","Perceived.Time.Value",7.3
"Video Gaming","Desire.for.Autonomy",5
"Video Gaming","Desire.for.Belonging",6.9
"Video Gaming","Desire.for.Exploration",4.4
"Video Gaming","Value.Congruence",2.5
"Video Gaming","Need.for.Feedback",8.2
"Video Gaming","Peer.Influence",8
"Video Gaming","Friends..Participation",7
"Video Gaming","Family.Support",2.8
"Video Gaming","Partner.Support",5.9
"Video Gaming","Social.Norms",3.7
"Video Gaming","Peer.Competition",1
"Video Gaming","Mentorship.Presence",9.2
"Video Gaming","Role.Models",1.5
"Video Gaming","Club.Group.Access",9.5
"Video Gaming","Sense.of.Community",4.5
"Video Gaming","Inclusivity.of.Community",1.9
"Video Gaming","Social.Recognition",5.5
"Video Gaming","Social.Media.Trends",8.7
"Video Gaming","Celebrity.Endorsement",7.3
"Video Gaming","Cultural.Stigma",8.1
"Video Gaming","Networking.Opportunities",6.6
"Video Gaming","Team.Dynamics",7
"Video Gaming","Event.Frequency",8.5
"Video Gaming","Friends..Judgment",2.6
"Video Gaming","Preferred.Group.Size",4.9
"Video Gaming","Time.with.Family",2.3
"Video Gaming","Age.of.Peers",9.9
"Video Gaming","Representation.in.Media",9.4
"Video Gaming","Workplace.Culture",0.5
"Video Gaming","School.Culture",7.1
"Video Gaming","Hobby.Popularity.in.Area",9.3
"Video Gaming","Encouragement.from.Others",1.9
"Video Gaming","Gift.Culture",5.7
"Video Gaming","Family.Hobby.Culture",9.2
"Video Gaming","Cultural.Tradition",0.4
"Video Gaming","Access.to.Facilities",7
"Video Gaming","Home.Space.Availability",3
"Video Gaming","Environmental.Proximity",9.3
"Video Gaming","Climate.Suitability",9.7
"Video Gaming","Urban.Infrastructure",9.4
"Video Gaming","Neighborhood.Safety",4.8
"Video Gaming","Local.Classes",8.6
"Video Gaming","Internet.Access",8.5
"Video Gaming","Free.Time",3.3
"Video Gaming","Schedule.Flexibility",8.3
"Video Gaming","Transportation.Access",0.5
"Video Gaming","Noise.Constraints",6
"Video Gaming","Light.Pollution",2.4
"Video Gaming","Air.Quality",1.3
"Video Gaming","Cost.of.Local.Access",0.9
"Video Gaming","Rental.Options",7
"Video Gaming","Supply.Store.Access",3.5
"Video Gaming","Resource.Competition",7.3
"Video Gaming","Supportive.Employer",0.7
"Video Gaming","Legal.Barriers",3.2
"Video Gaming","Public.Health.Concern",5.4
"Video Gaming","Home.Supportiveness",7.9
"Video Gaming","Workload",3.3
"Video Gaming","Relocation.Frequency",6.3
"Video Gaming","Insurance.Availability",8.9
"Video Gaming","Physical.Risk.Level",6.2
"Video Gaming","Weather.Conditions",2.4
"Video Gaming","Accessibility.for.Disabilities",0.3
"Video Gaming","COVID.Impact",8.7
"Video Gaming","Commuting.Distance",0.3
"Video Gaming","Disposable.Income",8.8
"Video Gaming","Startup.Costs",5.3
"Video Gaming","Ongoing.Costs",9.4
"Video Gaming","Ability.to.Monetize",8
"Video Gaming","Perceived.Value",10
"Video Gaming","Opportunity.Cost",3.6
"Video Gaming","Work.Hours",7.7
"Video Gaming","Job.Demands",4.1
"Video Gaming","Financial.Stress",4.9
"Video Gaming","Socioeconomic.Status",6.3
"Video Gaming","Parental.Financial.Support",8.7
"Video Gaming","Frugality.Mindset",9.8
"Video Gaming","Access.to.Credit",7.7
"Video Gaming","Economic.Climate",4.2
"Video Gaming","Used.Gear.Market",4.3
"Video Gaming","Resale.Value",7.4
"Video Gaming","Living.Cost.Burden",2.5
"Video Gaming","Transportation.Cost",1.2
"Video Gaming","Marketplace.Strength",3.6
"Video Gaming","Recession.Sensitivity",2.9
"Video Gaming","Equipment.Quality",3
"Video Gaming","Free.Alternatives",2.4
"Video Gaming","Scholarship.Availability",0.5
